feature	ANAEROFRUCAT.PWY..homolactic.fermentation	ARGININE.SYN4.PWY..L.ornithine.biosynthesis.II	ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis	BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.chain.amino.acid.biosynthesis	CITRULBIO.PWY..L.citrulline.biosynthesis	COBALSYN.PWY..superpathway.of.adenosylcobalamin.salvage.from.cobinamide.I	DTDPRHAMSYN.PWY..dTDP..beta..L.rhamnose.biosynthesis	GALACTITOLCAT.PWY..galactitol.degradation	GALACTUROCAT.PWY..D.galacturonate.degradation.I	GLUCARGALACTSUPER.PWY..superpathway.of.D.glucarate.and.D.galactarate.degradation	GLUDEG.I.PWY..GABA.shunt	GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose.	GLYCOLYSIS..glycolysis.I..from.glucose.6.phosphate.	HEME.BIOSYNTHESIS.II.1..heme.b.biosynthesis.V..aerobic.	HISDEG.PWY..L.histidine.degradation.I	PWY.5103..L.isoleucine.biosynthesis.III	PWY.5659..GDP.mannose.biosynthesis	PWY.5676..acetyl.CoA.fermentation.to.butanoate.II	PWY.5695..inosine.5..phosphate.degradation	PWY.5971..palmitate.biosynthesis..type.II.fatty.acid.synthase.	PWY.7013...S..propane.1.2.diol.degradation	PWY.7199..pyrimidine.deoxyribonucleosides.salvage	PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II	PWY.7392..taxadiene.biosynthesis..engineered.	PWY.7977..L.methionine.biosynthesis.IV	PWY.8131..5..deoxyadenosine.degradation.II
La42	2.08996270411053	5.76662579486019	4.10617352183037	7.13444312674295	2.24145488633417	5.31055968756389	4.2390069142562	1.93418611301334	1.28497340615012	2.41880034689403	3.23983507206148	7.04336715137377	3.45272355244393	2.17736421577009	5.96814191791236	7.04306965218915	6.24039635511146	2.04546515929618	4.67481779167781	2.87717749046325	7.31666329433409	4.814896460593	6.73722143631944	2.86393762965313	6.24732097720925	1.83056916000039
La43	8.34632762160756	6.1771121614392	5.84547408037242	8.00046699104009	6.81285559847334	5.4040959332678	7.52728726351461	3.15467588192991	5.446978353251	2.41880034689403	2.85701033207748	10.1767843125246	8.6543000954315	2.17736421577009	4.72405473778118	8.06748976427054	7.23079434237962	9.17248038988356	7.61238500636216	2.87717749046325	9.14828560511263	6.40119317459325	7.06367954156019	2.86393762965313	8.1808148224069	4.69479902555688
La44	6.56746419565133	4.40606373012331	4.7001118523616	6.35180652165155	4.84698680273594	5.36322549658626	7.1158975949888	3.14403367692901	4.080756496405	2.41880034689403	3.99199621951912	7.67241467497802	7.52789668149887	2.17736421577009	1.87102030335075	6.44790713962161	5.76063561351892	4.01252807609229	6.54413939219668	2.87717749046325	6.60674943526146	3.32492509802349	6.30919430331602	2.86393762965313	7.44023277272592	1.83056916000039
La46	7.85950860021997	6.01038906435239	5.58512780432231	9.08497423204632	5.02353053235138	3.6620936872301	6.94174538717255	1.93418611301334	6.36491381975582	2.41880034689403	1.52906361130883	8.4528184145207	8.21594276755655	2.17736421577009	1.87102030335075	8.99200058815612	6.01224552384487	6.25254104440007	5.89847686622169	2.87717749046325	6.5753760653513	4.25361218957542	5.91936091377581	2.86393762965313	8.03314416757561	1.83056916000039
La47	7.07661459719702	5.82120776379669	6.2160762587406	7.07286212324792	5.9756942978016	5.40466253085168	6.29238640133483	6.58845380244531	5.37656044852004	6.20931321273088	4.96312973493676	7.0559915537057	7.44755294781189	4.7318608508129	1.87102030335075	7.07286212324792	6.87218047377112	3.16371288755768	6.31281949387674	4.93668477288136	5.04245564346758	1.68842874390552	6.07461773869852	2.86393762965313	6.30467872146537	1.83056916000039
La48	6.4942258439751	4.77672918614134	4.25811823597724	4.939175582175	4.17127410177193	3.71989428251923	5.75487817557475	4.16005087734543	1.28497340615012	5.31483268472904	3.92595179379941	5.55414400040953	7.03745148700562	2.17736421577009	1.87102030335075	5.10170875017331	5.74344603313834	4.56068783723194	5.96716725344416	6.0923416300486	5.53239350246464	2.99910556774801	5.90730726670023	2.86393762965313	6.09798963121761	1.83056916000039
La49	6.88262935250905	3.8234981782475	3.57039265305225	6.10869915764852	4.13684355528391	4.07395357278501	5.79538920999067	1.93418611301334	5.3098393961735	4.85008044206901	1.52906361130883	6.90863643862954	7.49659112656166	2.17736421577009	1.87102030335075	5.93995646248944	4.83128261767246	4.55525548871536	5.28013035370906	2.87717749046325	1.95243082528521	4.56460879674358	6.25946035195182	2.86393762965313	6.54404119627587	1.83056916000039
La51	5.69342568391663	3.40382727877183	4.4838620563864	4.09815614768081	2.24145488633417	2.26727720938231	4.98655116751933	4.14948746228637	3.21766521972483	3.63518931048832	3.30642222725344	5.26958500629919	6.89830617986052	2.17736421577009	1.87102030335075	3.76727355758733	5.70740381234194	2.04546515929618	5.45796875767119	2.87717749046325	6.14588906858837	1.68842874390552	7.12578162479956	2.86393762965313	6.01108439675832	1.83056916000039
La52	6.31083999059889	3.18250431017671	5.4029464843538	4.72472828117561	4.33575801685114	2.26727720938231	5.82479647850989	1.93418611301334	1.28497340615012	2.41880034689403	1.52906361130883	6.3371535635866	7.09877875781239	2.17736421577009	1.87102030335075	4.46706349747669	5.54708954480083	2.04546515929618	6.31590776497412	2.87717749046325	5.31316548996247	4.4806525500649	6.53988196437808	2.86393762965313	6.78328591560449	1.83056916000039
La53	4.48874482855308	1.80287439412456	2.6681965482793	2.62358867613943	2.24145488633417	2.26727720938231	1.57246333654921	1.93418611301334	1.28497340615012	2.41880034689403	1.52906361130883	2.57477270777851	4.68702665493047	2.17736421577009	1.87102030335075	2.53018793800356	1.95426524171438	2.04546515929618	4.36178445594666	2.87717749046325	3.14324717007161	1.68842874390552	5.23491349205164	2.86393762965313	3.77765091384413	1.83056916000039
La55	7.22485275568648	1.80287439412456	5.65872504741225	7.07419122615274	2.24145488633417	4.63050311960797	7.21319701978073	1.93418611301334	3.80779791844164	2.41880034689403	1.52906361130883	7.40149751026668	7.65632128179207	2.17736421577009	1.87102030335075	7.03706507966502	6.46656498055875	3.04546515929618	6.11092455502545	2.87717749046325	6.85716343684753	4.28033778200597	7.07719783424274	2.86393762965313	6.59979254146343	1.83056916000039
La56	7.70139685122861	5.72188591564719	4.23538693762666	8.30400829068692	2.24145488633417	3.8029855498244	5.98354573143931	1.93418611301334	5.68918365206943	3.41880034689403	5.25875504091885	7.6412216278659	7.82476646188941	2.17736421577009	1.87102030335075	8.22093560607646	5.7563205984643	3.81448846139381	6.5549338017966	2.87717749046325	5.57468677174004	4.32164864146171	7.10941230375764	4.47562201475049	7.03785040711686	1.83056916000039
La57	7.55321274561036	1.80287439412456	8.44406864247194	5.98141647771372	2.24145488633417	5.44240796834702	4.27503539597025	1.93418611301334	3.5551513016178	4.84666730787309	1.52906361130883	6.77973804953093	9.4466397562715	6.33531698007752	1.87102030335075	5.80024403519223	7.7557557012051	2.04546515929618	8.45565830923547	2.87717749046325	1.95243082528521	4.40750738852227	9.7053453050424	2.86393762965313	6.9034752868611	1.83056916000039
La58	7.1258124676456	4.87171279825542	3.84938698502077	5.62526618984478	5.10278736210917	2.26727720938231	5.81993083481459	1.93418611301334	3.6319717937781	2.41880034689403	1.52906361130883	7.63408812733927	7.16278542637746	2.17736421577009	3.338944658811	5.30493731123255	5.81764918093782	2.04546515929618	6.79690758686809	2.87717749046325	1.95243082528521	4.48296375208758	6.77490861090797	2.86393762965313	4.71840200961878	1.83056916000039
La59	6.13189503260329	6.12591459041215	4.6407066045671	5.46352950135388	2.24145488633417	4.10815309068657	7.09299150935193	1.93418611301334	4.52207337199772	2.41880034689403	3.90293221484999	7.16682946204601	6.19967965658277	2.17736421577009	4.71331474037429	7.15404836887562	4.78537328091064	2.04546515929618	4.17644916926828	2.87717749046325	6.72849867795512	4.59515110020539	5.70837535442849	4.07882192524766	7.30279019766982	1.83056916000039
La60	6.36610314314441	3.63700450917769	3.3985284003802	5.52479158364783	2.24145488633417	2.26727720938231	5.19967139548776	1.93418611301334	4.26067435159966	2.41880034689403	1.52906361130883	5.35508549352371	6.69238040953984	2.17736421577009	1.87102030335075	5.81159049264249	3.24019628852462	2.04546515929618	1.58644624473166	2.87717749046325	6.45584049009004	1.68842874390552	5.15876327873828	2.86393762965313	5.14779603421283	1.83056916000039
La61	6.0259660838765	4.41789927488126	4.04632595669443	4.95819493834234	2.24145488633417	3.26727720938231	4.65588750275215	1.93418611301334	4.00305818925082	4.22444448599694	1.52906361130883	5.21565059545017	6.24410016538575	2.17736421577009	1.87102030335075	5.06152013199944	1.95426524171438	3.71543030888722	1.58644624473166	2.87717749046325	6.50813103248925	1.68842874390552	2.27593291501281	2.86393762965313	4.95557933473756	1.83056916000039
La62	3.62472694082968	3.04553744926947	5.34336209849517	2.62358867613943	2.24145488633417	2.26727720938231	1.57246333654921	1.93418611301334	1.28497340615012	2.41880034689403	1.52906361130883	1.57477270777851	4.45272355244393	2.17736421577009	1.87102030335075	2.53018793800356	2.95426524171438	2.04546515929618	4.48604478645058	2.87717749046325	1.95243082528521	1.68842874390552	2.27593291501281	2.86393762965313	2.04203205658739	1.83056916000039
La63	2.08996270411053	1.80287439412456	3.88715883940541	2.62358867613943	2.24145488633417	2.26727720938231	2.87263792040935	2.93418611301334	1.28497340615012	4.36029473337723	1.52906361130883	2.87992748122074	3.45272355244393	2.17736421577009	1.87102030335075	2.53018793800356	4.19456970786647	2.04546515929618	5.04585792838384	2.87717749046325	3.56889160274434	1.68842874390552	4.35292103263146	2.86393762965313	3.04203205658739	1.83056916000039
La65	9.67537347412399	7.72109767898142	7.88703709451176	9.26867988026627	6.83864070220706	8.6622589004072	9.49429294943243	6.42892073645239	8.56223734473784	5.53706880376271	5.64450271026502	9.78451554030438	10.1988615887483	4.38126125555621	6.24492986097914	9.25000419332566	8.15123233706428	8.86741189461658	9.03978146978992	2.87717749046325	6.47287980209591	7.43888495970893	9.1866190820797	5.85235182932648	9.38677303220631	1.83056916000039
La67	7.73029851973927	3.05433787934082	6.86144785931889	7.21079355186062	4.68454516234965	4.16554423098979	5.19521475425304	1.93418611301334	3.16455587392819	2.41880034689403	3.10251163527492	7.09988916307662	7.78149089956081	2.17736421577009	6.27417595678625	7.25651409580645	6.27250225149855	2.04546515929618	6.88418876247735	4.80530288710468	7.70909823093938	5.27909023675898	7.15700932702978	3.86393762965313	7.01391528912451	1.83056916000039
La69	2.08996270411053	1.80287439412456	3.43814173890112	2.62358867613943	2.24145488633417	2.26727720938231	1.57246333654921	1.93418611301334	1.28497340615012	2.41880034689403	1.52906361130883	1.57477270777851	3.45272355244393	2.17736421577009	1.87102030335075	2.53018793800356	4.02340657294811	2.04546515929618	4.73213226234399	2.87717749046325	1.95243082528521	1.68842874390552	2.27593291501281	2.86393762965313	3.69352304377148	1.83056916000039
La70	11.0053546745529	8.87717840217127	9.70469600233641	10.2579616293865	5.30574598859004	7.09472578586057	9.89766158017467	1.93418611301334	3.87260347298351	2.41880034689403	1.52906361130883	9.77755587074555	11.380530842252	2.17736421577009	9.23158801158441	10.2851520096433	8.26870172376278	2.04546515929618	9.43512928129168	2.87717749046325	1.95243082528521	10.5734754937528	12.1509725124801	2.86393762965313	9.91241680282722	1.83056916000039
La74	5.26317484199804	4.53604701915651	1.6681965482793	6.22120874588228	3.9924319254197	5.3440406150784	5.08076616811479	3.77688965760548	1.28497340615012	2.41880034689403	4.70808688227294	6.5452437729446	5.68779261906244	2.17736421577009	4.95325841527935	6.15392775156323	5.23861460376906	2.04546515929618	6.22475736617002	4.21178948898345	5.6246396303929	4.86426299970995	6.3937261360693	3.87473142533117	5.32930681988203	1.83056916000039
La76	9.71537649699062	6.37138208753945	9.63811679157426	8.23933441275119	7.83331151316877	6.45875736038908	8.70614730120764	1.93418611301334	1.28497340615012	4.90241977574501	6.25126820460539	9.81477639018044	10.139874294287	3.74071726299642	8.54477402580694	8.91664358506641	8.13774919498557	6.75005349291828	8.45550107322714	5.4034420766895	10.3903447819078	8.44397060899743	9.57633308736663	7.60999641525932	9.00857351008489	5.00531995226673
La78	5.67333228769041	3.23900679522145	1.6681965482793	2.62358867613943	2.24145488633417	2.26727720938231	3.27594612522468	3.89866961468761	1.28497340615012	2.41880034689403	2.83987774766749	3.49615074999982	6.12920705134009	2.17736421577009	1.87102030335075	2.53018793800356	4.13778004639433	4.15971728429236	5.65849986930852	2.87717749046325	4.86824672790004	1.68842874390552	5.74149529644098	2.86393762965313	4.30418412610769	1.83056916000039
La80	7.90814558650413	5.01878124050121	7.07530280229467	6.90694659558259	5.25026564116663	4.0713682697538	6.96157379409622	1.93418611301334	2.28497340615012	2.41880034689403	1.52906361130883	7.00573597658984	8.38793140695944	3.44390866148841	6.51627901639512	7.10045396374226	6.30752860630299	5.02099967201146	6.55108082442216	2.87717749046325	6.39556794422066	7.09054509678023	8.76026866200273	6.22321182962147	6.92229690768731	1.83056916000039
La82	5.34349116846212	2.80287439412456	1.6681965482793	2.62358867613943	2.24145488633417	2.26727720938231	3.65366142097923	1.93418611301334	1.28497340615012	2.41880034689403	4.02522460398745	3.19224986970984	5.80381123492283	2.17736421577009	1.87102030335075	4.16438247084887	3.17416789620208	2.04546515929618	5.1903442690537	2.87717749046325	1.95243082528521	1.68842874390552	4.47601087619661	2.86393762965313	2.04203205658739	1.83056916000039
La84	5.76031789080145	3.60488011457194	4.05803657202846	4.3256279321405	2.24145488633417	2.26727720938231	4.41820222796119	1.93418611301334	1.28497340615012	2.41880034689403	2.80328285996412	5.90472960646899	6.27082291846836	2.17736421577009	1.87102030335075	5.83281357791367	4.08026196569288	2.04546515929618	4.71103814544264	4.14934112803797	1.95243082528521	4.27467689212685	5.44895669273297	2.86393762965313	5.16479346250706	1.83056916000039
La86	6.10443457719911	4.46970322973719	5.78867299041341	5.82397953585481	2.24145488633417	4.94484941876148	3.39051772561454	4.98743488395749	1.28497340615012	2.41880034689403	4.51289412495475	5.3428638118336	6.37842960815895	2.17736421577009	1.87102030335075	5.74978105502451	5.29630675804737	4.98487684971032	6.98211523341446	2.87717749046325	2.95243082528521	1.68842874390552	7.51378326955267	2.86393762965313	4.22703093553043	1.83056916000039
La88	5.47993847123042	1.80287439412456	5.14363491732373	2.62358867613943	2.24145488633417	2.26727720938231	4.20237362588734	1.93418611301334	1.28497340615012	2.41880034689403	1.52906361130883	4.57312233442492	6.09659105021721	2.17736421577009	1.87102030335075	4.24163511541253	4.03792537898562	2.04546515929618	3.22089442566518	2.87717749046325	1.95243082528521	1.68842874390552	5.05291042912483	2.86393762965313	2.04203205658739	1.83056916000039
La90	2.08996270411053	1.80287439412456	3.82369660940044	2.62358867613943	2.24145488633417	2.26727720938231	4.05042992926267	1.93418611301334	1.28497340615012	2.41880034689403	1.52906361130883	3.60508696266588	3.45272355244393	2.17736421577009	1.87102030335075	2.53018793800356	3.64159050708305	2.04546515929618	4.69167201975839	3.87717749046325	1.95243082528521	1.68842874390552	6.57256341539281	2.86393762965313	2.04203205658739	1.83056916000039
La91	3.08996270411053	1.80287439412456	1.6681965482793	4.2278423390742	2.24145488633417	4.47019820087908	4.22887301492813	1.93418611301334	1.28497340615012	2.41880034689403	1.52906361130883	4.14269428724817	5.42641887032952	2.17736421577009	3.57262370686251	4.08955739379626	1.95426524171438	2.04546515929618	4.1081926627822	2.87717749046325	1.95243082528521	1.68842874390552	4.64790603697522	2.86393762965313	2.04203205658739	1.83056916000039
La94	5.21309937584607	4.03669423134333	3.30318812633544	3.62358867613943	4.32194159069534	2.26727720938231	4.74444084082157	3.92718007106129	1.28497340615012	4.16664204243843	1.52906361130883	5.38340979473849	5.87556741260929	2.17736421577009	1.87102030335075	3.53018793800356	4.1153929375664	2.04546515929618	1.58644624473166	2.87717749046325	4.91037423334853	1.68842874390552	4.17689354226237	2.86393762965313	2.04203205658739	1.83056916000039
La96	12.0799737934155	10.8023793087514	10.4405772886161	12.7721112674408	10.6346813421369	9.32134833898858	11.9681243311558	1.93418611301334	8.90132675711931	2.41880034689403	9.41501852065974	12.5985422936251	13.0789445252341	3.36742376978864	8.63642996785584	12.5990575833093	12.0799688585497	9.35376792841573	11.8392952992757	8.12390256793939	11.1695341658623	10.1841398378019	12.4263903966675	10.299753357191	11.5699998362106	8.5178041625581
La100	5.00410483076722	4.63647233199355	7.23896627359227	6.82578364162626	4.71325439322511	5.7540953567159	6.5956133111737	3.94430939774608	1.28497340615012	4.34426204770557	1.52906361130883	7.18534257581892	7.82239392689212	2.17736421577009	5.40594225607582	6.46663502213889	5.09835169803863	5.21345119711516	6.80410715628734	2.87717749046325	5.49989110624297	1.68842874390552	8.1805090363479	2.86393762965313	6.34995205507693	1.83056916000039
La102	2.08996270411053	1.80287439412456	1.6681965482793	5.52696249621343	2.24145488633417	2.26727720938231	1.57246333654921	1.93418611301334	1.28497340615012	2.41880034689403	1.52906361130883	1.57477270777851	6.08454319472765	2.17736421577009	1.87102030335075	5.4445059096763	3.74151158333645	2.04546515929618	3.33691140660206	2.87717749046325	1.95243082528521	1.68842874390552	3.5050962050928	2.86393762965313	2.04203205658739	1.83056916000039
La104	5.10480203964399	1.80287439412456	1.6681965482793	2.62358867613943	2.24145488633417	2.26727720938231	3.35046971601342	3.65678434374965	1.28497340615012	2.41880034689403	1.52906361130883	6.7605211671779	5.37580364670775	2.17736421577009	1.87102030335075	4.73589703841581	4.91051365963711	5.41952413341635	4.79194170710003	2.87717749046325	6.40142469981941	1.68842874390552	3.29338510564771	2.86393762965313	4.67811376077988	1.83056916000039
La106	12.4331451649351	10.0612924705959	9.28717783813643	11.9808925538368	7.46882888222811	9.15675439651085	11.829108017581	1.93418611301334	8.38609220537703	2.41880034689403	4.06202514637815	11.2446836428815	12.6699865665795	8.09066048824127	6.86959752325674	12.1696933384171	10.1417151170821	11.909502731492	10.5766667158729	11.1372385223468	10.3358022749897	9.57056886464836	12.0868132720916	9.03219983764591	11.87159566244	5.09124776122175
La108	7.57696690264127	6.43007329491016	5.91033968065907	7.4561709021989	2.24145488633417	5.70832746694238	5.99729296579542	1.93418611301334	1.28497340615012	2.41880034689403	1.52906361130883	6.36190597019217	8.73229321988116	4.32106158207669	5.64736094476064	7.18315852079943	5.07512596488376	4.6578912347495	5.77508733738039	2.87717749046325	6.97730583749594	5.79707608778086	8.12511716710732	4.1699237516591	6.45842261042802	1.83056916000039
La110	11.9229937122634	9.45753195929007	9.95078182582852	11.337297267775	10.0897374177092	8.78770997069692	11.0737270490135	1.93418611301334	5.72371382151116	2.41880034689403	4.70667600184194	11.1564443872956	12.2677725823415	2.17736421577009	9.617220312313	11.512321263772	10.6951282757025	7.39938131142134	10.6102362723334	2.87717749046325	11.1332068874778	9.96373376395478	11.7505476552883	10.3390981607459	10.2758827596544	6.54552046718333
La112	9.27371107583219	6.53867498205721	7.69744271842524	8.46834278297646	7.50848474371226	5.49801901656404	9.29251888602495	1.93418611301334	5.85466285993755	2.41880034689403	5.04119332201577	9.90901205103971	9.74020024505727	2.17736421577009	7.48507137833557	8.37118480443425	7.971829887356	7.41235494782636	8.03936489359766	4.57786387846026	9.02305642775488	7.91653074744312	7.52792812163881	6.69997686119984	8.87463192534575	2.83056916000039
La114	6.49969758351775	4.01534440853772	3.63677086185649	5.16582536241484	4.59045620385991	2.26727720938231	5.84508584466422	4.07392862069759	1.28497340615012	2.41880034689403	1.52906361130883	7.40355564368987	6.84494288220144	2.17736421577009	1.87102030335075	5.16582536241484	6.26470230199116	3.91523618207083	5.35100047115804	2.87717749046325	6.08425367997961	4.99380266205649	6.17711119445278	2.86393762965313	6.23823402625184	1.83056916000039
La116	2.08996270411053	1.80287439412456	5.04105846445393	4.64019084680537	3.24145488633417	2.26727720938231	3.97364212775107	1.93418611301334	1.28497340615012	2.41880034689403	1.52906361130883	4.34534792233748	3.45272355244393	2.17736421577009	1.87102030335075	4.45227013848175	3.43406738588651	2.04546515929618	1.58644624473166	2.87717749046325	3.71404214730514	1.68842874390552	4.73648989958898	2.86393762965313	5.32768731934329	1.83056916000039
La118	8.40463261764479	6.02078611373631	6.27239864088006	7.8470945668876	4.51355252799616	3.68190605279469	7.13968767046513	1.93418611301334	3.60410151145015	2.41880034689403	1.52906361130883	8.16024031054136	8.49412059814001	3.44556327465341	1.87102030335075	7.92076437308981	5.4474178643575	6.47131016009151	6.2904910058489	2.87717749046325	7.13039262512796	5.56420986711904	7.10228006526504	5.11849013342751	8.06712388572753	1.83056916000039
La120	6.68290309116748	3.57663882350393	2.99748992979835	2.62358867613943	4.65149143065972	3.50388798545755	6.2553342320634	1.93418611301334	1.28497340615012	2.41880034689403	1.52906361130883	6.47559662003576	7.0744489214719	2.17736421577009	1.87102030335075	2.53018793800356	5.53350859590208	2.04546515929618	6.09886723452275	2.87717749046325	6.59998394090574	3.76050247673321	6.18317477348388	2.86393762965313	5.22122210106945	1.83056916000039
La122	7.64426403254883	5.06688879879388	6.22365404914653	6.53053956322387	5.03185206190834	4.69532327690278	6.84619553529705	4.98234279562593	1.28497340615012	2.41880034689403	5.02618561388988	6.72531198159853	7.59026503851347	3.8574626406979	5.40674474340193	7.13068046012969	6.5943962877501	2.04546515929618	5.54423597634963	2.87717749046325	6.84972071523818	5.40339397367489	7.97134137104954	4.5672157696946	5.94402342760094	1.83056916000039
La124	7.17639780200685	4.02403683448814	6.78646579058352	5.64219440000477	2.24145488633417	2.26727720938231	7.19580315608677	1.93418611301334	3.13342773546137	2.41880034689403	1.52906361130883	6.47754860275648	7.55140405577504	2.17736421577009	5.46353900530271	6.10517933985268	6.013525386745	3.54097193193574	6.3048429421003	2.87717749046325	5.94828916276491	4.76827883563515	7.55439622251681	5.01321109790714	4.58357480404932	1.83056916000039
