Geneid	rab.all	rab.win.CRC	rab.win.Healthy	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH	n_samples_with_counts	pct_total_reads	Chr	gene	product	organism	contrast
I6J55_RS16680	0.819458389154633	0.870252840552148	0.728337928353599	0.0304757976203529	4.26152450339955	0.007284516302397	0.496794871837746	0.732825016182875	0.992490090049818	0.75905236189566	0.994055097709478	25	0.00812443497070542	NZ_CP069563.1	rpe	ribulose-phosphate 3-epimerase	B. fragilis	CRC vs Healthy
I6J55_RS20835	-0.262944839231052	-0.470260409163183	-0.0840998852486727	0.258644896537284	4.10660459859745	0.0607210887399344	0.469150641439862	0.683871036905689	0.992513062323396	0.639803109602033	0.973835891696956	14	0.00131707597885753	NZ_CP069563.1		bifunctional folylpolyglutamate synthase/dihydrofolate synthase	B. fragilis	CRC vs Healthy
I6J55_RS06800	2.25500866810785	2.57847875868066	1.92764805102703	-0.305662299429179	4.50802851854906	-0.060908017763454	0.469763716865355	0.650455566788667	0.992530847576482	0.624994363279693	0.995506763349264	40	0.0281025537511286	NZ_CP069563.1		MFS transporter	B. fragilis	CRC vs Healthy
I6J55_RS10410	1.35016021259858	1.53671253982215	1.17964840666193	-0.215340971912722	4.05174660385956	-0.0487756893515321	0.476762820824316	0.630460693748725	0.992539294476323	0.713357624672693	0.996347646872681	35	0.00836121267476969	NZ_CP069563.1		lytic transglycosylase domain-containing protein	B. fragilis	CRC vs Healthy
I6J55_RS15665	-0.24552480391381	-0.333273824834655	-0.151693099722966	0.0922340933269865	4.43263124260158	0.0186678637174562	0.490989187144902	0.704276799917118	0.992540964774226	0.676940303935984	0.991736460102944	13	0.00248616589267488	NZ_CP069563.1	mreD	rod shape-determining protein MreD	B. fragilis	CRC vs Healthy
I6J55_RS17305	-0.0879721025321176	-0.378311012493494	0.146329201726025	0.387715753091283	4.39173745665706	0.0773546370037841	0.464342949197339	0.577065973135265	0.992544780555204	0.564246549038341	0.984613751899628	14	0.00177583278048206	NZ_CP069563.1		SDR family NAD(P)-dependent oxidoreductase	B. fragilis	CRC vs Healthy
I6J55_RS19285	0.0659349406022534	-0.158702857877385	0.253250970785647	0.279973439665944	4.20835738142924	0.0601479488545167	0.472756410621908	0.674415610899568	0.992549140847824	0.655628593078562	0.992063363340687	17	0.00173143696097001	NZ_CP069563.1		ABC transporter permease	B. fragilis	CRC vs Healthy
I6J55_RS00520	0.299925592239401	0.41721428832276	0.209460237951723	-0.162247573046951	4.73404318231578	-0.0340262662607367	0.481169872047103	0.733234736762909	0.992553299856462	0.727913757064828	0.988685548226952	17	0.0240477355690279	NZ_CP069563.1		calycin-like domain-containing protein	B. fragilis	CRC vs Healthy
I6J55_RS16715	0.367226978288449	0.381413919580618	0.337759782691482	0.0845365224751609	4.38755591834191	0.0184589472334466	0.491987179594387	0.708952830885673	0.992553946271149	0.732594691109283	0.988471138935427	20	0.00374404744551634	NZ_CP069563.1	hydF	[FeFe] hydrogenase H-cluster maturation GTPase HydF	B. fragilis	CRC vs Healthy
I6J55_RS14125	1.41731498680517	1.53953462135987	1.31186951500985	-0.0682641345708195	4.4293891998071	-0.0124399181651424	0.492387820614665	0.719955101430269	0.992556069421363	0.763079303449055	0.98964336361322	32	0.0108325799609406	NZ_CP069563.1		glycoside hydrolase family 95 protein	B. fragilis	CRC vs Healthy
