Geneid	rab.all	rab.win.CRC	rab.win.Paired	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH	n_samples_with_counts	pct_total_reads	Chr	gene	product	organism	contrast
C7Y58_RS08615	1.87662697772746	2.94013807784332	0.908369945696032	-1.92863518916963	4.67283565675922	-0.36322959370965	0.32251602835733	0.0405633824760828	0.802918873096265	0.015888615055377	0.543955909987318	39	0.0702464962251166	NZ_CP028101.1	rplU	50S ribosomal protein L21	F. nucleatum	CRC vs Paired
C7Y58_RS01935	1.81822816744763	3.05506280170022	1.03305999706231	-1.96687383555234	4.70920185785454	-0.368793892678683	0.316907054110377	0.0504733031034017	0.805657496875487	0.0161753561318024	0.516824465841021	38	0.0668265250654304	NZ_CP028101.1	nifS	cysteine desulfurase NifS	F. nucleatum	CRC vs Paired
C7Y58_RS03545	4.26426738785792	5.01104211796181	3.5062382273724	-2.09648064792894	5.30488636489723	-0.368234835716899	0.321185425247431	0.0228910560821896	0.823758435472342	0.01232392505019	0.56896815183216	56	0.653993725435191	NZ_CP028101.1	fomA	major outer membrane protein FomA	F. nucleatum	CRC vs Paired
C7Y58_RS02630	0.929591974103387	1.800466091773	0.257483581957704	-1.66176401435561	4.57133277193486	-0.316784877394217	0.345352566389964	0.08378752937008	0.831187061353351	0.0399385080689289	0.631498194777573	27	0.0450801261724044	NZ_CP028101.1		autotransporter-associated N-terminal domain-containing protein	F. nucleatum	CRC vs Paired
C7Y58_RS02675	2.24884211112703	3.36527379713411	1.53104441441794	-2.02775274968278	4.85785810860442	-0.368425631705635	0.327323720571237	0.0370774341210293	0.831939214140186	0.0154563819709516	0.556219665015672	46	0.134807470775481	NZ_CP028101.1	rplJ	50S ribosomal protein L10	F. nucleatum	CRC vs Paired
C7Y58_RS07295	1.28355740288726	2.40348269590275	0.312028273442492	-1.7150610541853	4.33567003582596	-0.342255830981255	0.317708336145478	0.0675360234438231	0.833473252317713	0.0170629966612924	0.509706530881012	31	0.0226843656667797	NZ_CP028101.1		glycogen synthase	F. nucleatum	CRC vs Paired
C7Y58_RS04185	2.13077936945006	3.25968143008887	1.27186154399182	-1.99244903366499	4.97796051353333	-0.354033723997164	0.335336540932035	0.051105609710479	0.84374554002522	0.0186036683107512	0.573937185535796	39	0.11135830143164	NZ_CP028101.1		carbon starvation CstA family protein	F. nucleatum	CRC vs Paired
C7Y58_RS00140	1.40642593488722	2.83382851386657	0.690010305980898	-1.98071317578455	4.76695028687708	-0.359561906345707	0.327993594918292	0.0682104269474356	0.84667135353698	0.0131355747284791	0.503160597898276	32	0.0843881491217096	NZ_CP028101.1		ABC transporter substrate-binding protein	F. nucleatum	CRC vs Paired
C7Y58_RS09680	0.632274934004675	1.55831632417455	-0.0323236800823716	-1.46552410201594	4.17312533077738	-0.312573141438056	0.345352566389964	0.119126551228214	0.854214021700819	0.0657577906030132	0.677298391858801	25	0.0137087451548605	NZ_CP028101.1	prfA	peptide chain release factor 1	F. nucleatum	CRC vs Paired
C7Y58_RS01095	2.42136294390377	3.23354732663783	1.61113384837416	-1.56612780099348	3.98364362399026	-0.328513948958702	0.334134617877587	0.0567437949844376	0.855494939924136	0.0201190495388338	0.589377692241424	46	0.0574324270698365	NZ_CP028101.1	secA	preprotein translocase subunit SecA	F. nucleatum	CRC vs Paired
C7Y58_RS02945	3.49962296342206	4.36743688521496	2.79704408172417	-1.93765251507603	5.0139113595052	-0.334407265397585	0.337740387041262	0.035092748650123	0.85674092053013	0.0170586165207913	0.607915201861556	52	0.262717278199358	NZ_CP028101.1	ahpC	alkyl hydroperoxide reductase subunit C	F. nucleatum	CRC vs Paired
C7Y58_RS05035	1.16311950353395	2.69699564263219	0.336537670404267	-2.23594164855877	5.0531080212427	-0.390222859063948	0.316780138992024	0.0685151807381034	0.864827296924655	0.0126716287808322	0.490282591660725	28	0.0550370042322504	NZ_CP028101.1		ABC transporter substrate-binding protein	F. nucleatum	CRC vs Paired
C7Y58_RS09890	1.26592483153823	2.20184150481856	0.604318932240517	-1.6752473148216	4.64686058653047	-0.312195361149185	0.346153848426909	0.098601810810347	0.867076115593072	0.0419823425050162	0.646996964614112	31	0.0495246456541907	NZ_CP028101.1		2-hydroxycarboxylate transporter family protein	F. nucleatum	CRC vs Paired
C7Y58_RS09450	2.19377958368544	3.40134310896192	1.26929235836891	-1.83404605585098	4.6976117812327	-0.3411047556312	0.334134617877587	0.0627479987924195	0.87422855304391	0.0195496185224854	0.585358642875554	40	0.069597134612518	NZ_CP028101.1	rpsM	30S ribosomal protein S13	F. nucleatum	CRC vs Paired
C7Y58_RS10235	1.65051849207539	2.54760082561486	1.03437018749256	-1.55472069275158	4.45928718824966	-0.314386860115401	0.352022429079935	0.0796590106861018	0.875655680287593	0.036596219264102	0.672186646969129	36	0.052367406491567	NZ_CP028101.1	fap2	galactose-inhibitable autotransporter adhesin Fap2	F. nucleatum	CRC vs Paired
C7Y58_RS02260	0.672006091841491	1.44063996060006	0.0141323621020923	-1.42623818552718	4.23063221842896	-0.28950272455952	0.349619545661927	0.139657561670874	0.875691963212506	0.0660216535248347	0.707936956883047	26	0.0120348352201617	NZ_CP028101.1	pheS	phenylalanine--tRNA ligase subunit alpha	F. nucleatum	CRC vs Paired
I6J55_RS12300	1.06457440813822	2.01746223607568	0.300986644165569	-1.58884293891457	4.33237746343795	-0.314918020858112	0.339743592132617	0.10099906309609	0.877195678112768	0.0335503453389476	0.613169379770393	29	0.0133191281873013	NZ_CP069563.1		TonB-dependent receptor	B. fragilis	CRC vs Paired
C7Y58_RS01320	1.84290791464791	2.6840958346945	0.9775694353097	-1.47236454530929	4.4369971621688	-0.298105786260214	0.356169873892319	0.106724949890269	0.879247085584385	0.0473942606922978	0.705793766938822	37	0.0281101426964929	NZ_CP028101.1	pykF	pyruvate kinase PykF	F. nucleatum	CRC vs Paired
C7Y58_RS05710	1.61311202363483	2.86261532967992	0.748135709389621	-1.84172716628242	4.79324365468372	-0.338807897913439	0.336003206300722	0.0745838937200467	0.880459827558719	0.0284658284982566	0.641425359450725	34	0.040635606690618	NZ_CP028101.1		cold shock domain-containing protein	F. nucleatum	CRC vs Paired
C7Y58_RS01045	2.09676410934119	2.99818625155332	1.31871035821966	-1.62189517703042	4.2910110002291	-0.325904085567695	0.325320515481866	0.0716710919107492	0.882100881796548	0.0156055817638825	0.519627335676987	40	0.0466097335265256	NZ_CP028101.1	pnp	polyribonucleotide nucleotidyltransferase	F. nucleatum	CRC vs Paired
I6J55_RS21450	-0.641530028507337	-1.50694701671919	0.0869032768915705	1.48565425759036	4.75806989962854	0.270610894143805	0.362434923895473	0.127201791681861	0.884412824159811	0.0972778998099021	0.840122772214732	6	0.000663791870656402	NZ_CP069564.1		toprim domain-containing protein	NA	CRC vs Paired
C7Y58_RS09440	2.2528482937307	3.26221107171821	1.62073172832186	-1.66937600027522	4.55280709930104	-0.322471534329424	0.338406089716431	0.0783694665439353	0.885726619260998	0.0280918200624426	0.659388950571985	46	0.0923103607954131	NZ_CP028101.1	rpsD	30S ribosomal protein S4	F. nucleatum	CRC vs Paired
C7Y58_RS02795	1.46033973647757	2.32047531522883	0.710358112939147	-1.58476181146065	4.30550724628023	-0.316703346299144	0.348157053519464	0.0995437733020456	0.885886038679983	0.0413206230379659	0.653955704337671	34	0.0418333181094111	NZ_CP028101.1	lon	endopeptidase La	F. nucleatum	CRC vs Paired
C7Y58_RS04100	2.1197551914771	3.45315539631703	1.30028967954113	-2.01514867589997	4.98149757866032	-0.342565174336948	0.326391672642435	0.0836606649115428	0.886944127704148	0.0160744835600426	0.544814133390661	37	0.0989627097600349	NZ_CP028101.1		acyl-CoA carboxylase subunit beta	F. nucleatum	CRC vs Paired
C7Y58_RS00665	1.78207600990395	2.77859387607503	0.998555697160896	-1.68281887938525	4.7172389511279	-0.312481724363487	0.342147438242633	0.0787617550888611	0.887070892945449	0.0350838810160958	0.66125475458763	37	0.0722523020951436	NZ_CP028101.1	rplF	50S ribosomal protein L6	F. nucleatum	CRC vs Paired
C7Y58_RS02970	2.50987164818495	3.19282557946788	1.69566085713965	-1.65258562345563	4.49791865136658	-0.321761128466273	0.333600322885457	0.10185168827372	0.887700483448914	0.0220720214938597	0.606099525827875	40	0.0701599146767702	NZ_CP028101.1	ftsH	ATP-dependent zinc metalloprotease FtsH	F. nucleatum	CRC vs Paired
