Geneid	rab.all	rab.win.CRC	rab.win.Paired	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH	n_samples_with_counts	pct_total_reads	Chr	gene	product	organism	contrast
C7Y58_RS00265	-0.0320228189526297	0.32652807009126	-0.332602247796114	-0.644034038667953	4.6512985611021	-0.1290456154198	0.434695513709192	0.538138779865351	0.992943143953883	0.449740174899879	0.975378562289318	13	0.00787892089953034	NZ_CP028101.1		NfeD family protein	F. nucleatum	CRC vs Paired
I6J55_RS16800	-0.714491673388165	-1.07607313424404	-0.40730697895794	0.606729594142925	4.50428519375741	0.111725897937204	0.438526232312005	0.463397368920409	0.992965654215195	0.456351139432918	0.98799299229554	5	0.0013564442574283	NZ_CP069563.1		lysine exporter LysO family protein	B. fragilis	CRC vs Paired
C7Y58_RS04545	0.0916848239508443	0.445924353268789	-0.24173245021133	-0.444246992766705	4.37392407090871	-0.0891341082461649	0.449919872471537	0.607386108701345	0.99298428539673	0.513231250757637	0.974421156679042	16	0.00676779102908375	NZ_CP028101.1		replication-associated recombination protein A	F. nucleatum	CRC vs Paired
C7Y58_RS10090	-0.58910036126764	-0.83767664956913	-0.384039025671141	0.52086796562574	4.579041530384	0.094054895208585	0.448717949411195	0.478043119264254	0.99298900749087	0.499921377095257	0.98943815394448	6	0.000894675999580368	NZ_CP028101.1		L-fuculose-phosphate aldolase	F. nucleatum	CRC vs Paired
C7Y58_RS08195	0.148483078923126	0.455686513470034	-0.100122457779049	-0.432156920987838	4.40856750362764	-0.0811187485928463	0.454545455158035	0.645841260941506	0.993001802862071	0.524662559582281	0.972226203003801	15	0.00595969657784987	NZ_CP028101.1		class I SAM-dependent rRNA methyltransferase	F. nucleatum	CRC vs Paired
C7Y58_RS02165	-0.5069440796969	-0.691887067710091	-0.277722206852309	0.5271545436267	4.36588224477186	0.109181618288297	0.440528635167498	0.509847513635867	0.993009973911423	0.475464689605333	0.987660792546984	8	0.00121214167685082	NZ_CP028101.1		AAA family ATPase	F. nucleatum	CRC vs Paired
I6J55_RS16085	3.9917659698733	4.21043168778403	3.68809125556027	-0.4732357176649	3.24452791991371	-0.11932763118785	0.426111334609919	0.203881315530487	0.993016206626561	0.293267129102447	0.998618052217251	62	0.0636230077766104	NZ_CP069563.1		pseudouridine synthase	B. fragilis	CRC vs Paired
C7Y58_RS06075	0.114921344204653	0.37000890715294	-0.123125958107481	-0.558182288176354	4.51631873642564	-0.115137316002313	0.439503205949439	0.547243760072968	0.99302662016406	0.453559215345015	0.964205827076713	15	0.00911992309249666	NZ_CP028101.1		hypothetical protein	F. nucleatum	CRC vs Paired
C7Y58_RS01880	1.45660337245864	1.75035725747924	1.10747173320701	-0.766837887587688	4.23097158268138	-0.15203787632669	0.418269231892483	0.400251789228087	0.993029006802483	0.281533126728544	0.973735271885998	35	0.0216598173446796	NZ_CP028101.1	glyQ	glycine--tRNA ligase subunit alpha	F. nucleatum	CRC vs Paired
C7Y58_RS00235	0.00277456838793366	0.366744842715701	-0.29068114123421	-0.680559171756911	4.65200066937999	-0.128899198758856	0.435897436769207	0.456878020334909	0.993055152069743	0.378013293688913	0.968025480876087	13	0.013622163606514	NZ_CP028101.1		prenyltransferase	F. nucleatum	CRC vs Paired
I6J55_RS01890	2.01338577256318	2.2831700216023	1.61937101502665	-0.548844480017446	3.59567413027689	-0.125206524507561	0.428514218035846	0.357374442256118	0.993058899729944	0.360791334810631	0.981973012717621	46	0.0180811133463581	NZ_CP069563.1		VWA domain-containing protein	B. fragilis	CRC vs Paired
I6J55_RS17565	-0.39321994433331	-0.597551815307934	-0.159469915541012	0.599559168512912	4.52819322911827	0.108903043287031	0.440128154596393	0.493568929912777	0.993061377592965	0.447256438319161	0.984088284285563	10	0.000981257547926855	NZ_CP069563.1		hypothetical protein	B. fragilis	CRC vs Paired
C7Y58_RS00615	0.358167543972959	0.964920010892702	-0.11165689468976	-0.959468460573007	4.70035511498501	-0.179628680554482	0.411057693536269	0.441605623329136	0.993068153729583	0.277258389421264	0.931114866792191	17	0.0130738138003196	NZ_CP028101.1		Asp23/Gls24 family envelope stress response protein	F. nucleatum	CRC vs Paired
I6J55_RS00550	-0.0289356506627465	-0.363425503407867	0.348751435377061	0.78625202167819	4.38677416302934	0.151628717326584	0.417868590872653	0.422846805932062	0.993070835231628	0.359153427801741	0.978120307594643	18	0.00167390993469875	NZ_CP069563.1		DHA2 family efflux MFS transporter permease subunit	B. fragilis	CRC vs Paired
C7Y58_RS03995	0.871048791459475	1.12486916026558	0.559431273656701	-0.679227248943614	4.34363339548504	-0.133997961029083	0.43149038554931	0.442198185865307	0.993082215010373	0.39766617963586	0.974161544952983	25	0.0190912314104004	NZ_CP028101.1		NAD(P)/FAD-dependent oxidoreductase	F. nucleatum	CRC vs Paired
I6J55_RS15545	-0.548955904116478	-0.728469861684149	-0.371903680365199	0.396040054361411	4.48534981069875	0.0719368794960875	0.461754105440091	0.537241996904357	0.993100952558161	0.539812984582198	0.985896228852709	7	0.000851385225407124	NZ_CP069563.1		hypothetical protein	B. fragilis	CRC vs Paired
C7Y58_RS09275	1.13112212940523	1.48146171642673	0.803984580403206	-1.02434368097627	5.01327131351515	-0.17830871175154	0.420272436991703	0.405729247069256	0.993132937055825	0.295768327439785	0.955841938300477	28	0.0443297527534015	NZ_CP028101.1		FTR1 family iron permease	F. nucleatum	CRC vs Paired
I6J55_RS10915	-0.414926721712952	-0.657808077842496	-0.121343251307883	0.540533377179738	4.45961454414444	0.0999722373041179	0.444711539210237	0.484749606836959	0.993142264104165	0.474062607059222	0.989080367292906	10	0.000649361612598654	NZ_CP069563.1		glycoside hydrolase family 43 protein	B. fragilis	CRC vs Paired
C7Y58_RS06675	0.344445459703629	0.645749851861803	0.0743225495702653	-0.604382170151736	4.45896982318322	-0.120153607222516	0.434120946030216	0.540967700190305	0.993143798855286	0.407966153985997	0.970002642882935	18	0.00906220206026566	NZ_CP028101.1		flavodoxin	F. nucleatum	CRC vs Paired
I6J55_RS09235	1.08343015940094	1.27653290101003	0.849092532867024	-0.3628419906637	4.20084043095758	-0.0738928547989698	0.460737180015621	0.537026481730243	0.993157285558607	0.542242126878009	0.992609114599197	33	0.00479084567517229	NZ_CP069563.1	miaA	tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA	B. fragilis	CRC vs Paired
I6J55_RS21025	-0.514535782713154	-0.900068779758328	-0.135409858358422	0.624243901090034	4.67864772402371	0.113131187520849	0.434921907172328	0.408466885583213	0.993166562523186	0.416568193192884	0.988557739777469	8	0.00362199477249472	NZ_CP069563.1		OmpA family protein	B. fragilis	CRC vs Paired
I6J55_RS12000	-0.00855891285825106	-0.391381585101644	0.340047353786257	0.509820659736702	4.39554782683602	0.103900069238493	0.446135363163297	0.542499353241158	0.993179587482939	0.468717766222271	0.990035073469863	19	0.00165947967664101	NZ_CP069563.1		SusC/RagA family TonB-linked outer membrane protein	B. fragilis	CRC vs Paired
C7Y58_RS04975	-0.449451646879282	-0.7940329868322	-0.197048470717505	0.483640820810588	4.59959801040702	0.0909611400285586	0.453125000632564	0.493900564299634	0.993183284206398	0.494844682906322	0.991860761995792	9	0.00161618890246776	NZ_CP028101.1	pelG	exopolysaccharide Pel transporter PelG	F. nucleatum	CRC vs Paired
I6J55_RS19845	-0.60077288953248	-0.877430295296507	-0.327766093568767	0.601748489376684	4.55133000522142	0.115045638050752	0.440304487989527	0.470811158613737	0.993188745476216	0.451461407853768	0.989062735899511	6	0.000707082644829646	NZ_CP069563.1		CapA family protein	B. fragilis	CRC vs Paired
C7Y58_RS08050	0.00113672833413769	0.301930805080827	-0.264324746015741	-0.580591558776239	4.59301982944062	-0.11357155558783	0.443331999165323	0.534279218444699	0.993196247149428	0.451392751424306	0.974491389835105	13	0.00737386186750916	NZ_CP028101.1		TetR/AcrR family transcriptional regulator	F. nucleatum	CRC vs Paired
I6J55_RS03905	0.0396572238502406	-0.253749812242749	0.260105441754518	0.638472749762848	4.80579341650725	0.123048813343394	0.441907052069742	0.48178614703621	0.993199781411066	0.446582349289963	0.992321962902774	17	0.00457439180430608	NZ_CP069563.1		ParA family protein	B. fragilis	CRC vs Paired
I6J55_RS12620	3.61250011112242	3.88625917831676	3.17300039692026	-0.74655454276474	4.12085263304834	-0.156577595996614	0.413295956340936	0.268481531597806	0.993201035426694	0.193004608488814	0.989539689952154	52	0.0769854267380849	NZ_CP069563.1		RNA polymerase sigma factor	B. fragilis	CRC vs Paired
I6J55_RS07395	0.938351102639356	0.62845570958638	1.32582824829914	0.589827376517426	4.10969759518708	0.122407181820154	0.436298077789219	0.513613324971169	0.9932253004371	0.401238628917062	0.988015219561373	31	0.00662348844850627	NZ_CP069563.1		sigma-54-dependent transcriptional regulator	B. fragilis	CRC vs Paired
C7Y58_RS03110	0.218727227668376	0.464340127213704	0.0145089542940608	-0.592465233679691	4.62121648711825	-0.109725076227926	0.444310898190157	0.523596043197169	0.993231356173374	0.458536550020641	0.977149159607178	17	0.0141560831546507	NZ_CP028101.1		autotransporter serine protease fusolisin	F. nucleatum	CRC vs Paired
C7Y58_RS06535	0.169292470618763	0.522628016115678	-0.141467819072812	-0.615206491396115	4.4658548222845	-0.122705949582701	0.434695513709192	0.52271898497286	0.993246171557271	0.402907148175366	0.953804425961775	16	0.00828296812514728	NZ_CP028101.1	lptB	LPS export ABC transporter ATP-binding protein	F. nucleatum	CRC vs Paired
I6J55_RS09515	-0.364261366738837	-0.556367497202502	-0.0774621048313628	0.63862686783086	4.327189636107	0.124029056078121	0.439503205949439	0.507032345179063	0.993253505134661	0.43419584831405	0.986039180349966	14	0.00108226935433109	NZ_CP069563.1		5-formyltetrahydrofolate cyclo-ligase	B. fragilis	CRC vs Paired
C7Y58_RS04075	-0.0653482445694831	0.34890074704157	-0.429714937624238	-0.676485485288906	4.68735158783478	-0.128770607516332	0.433092949629222	0.471985673739647	0.993255460852142	0.377798828430673	0.961203642224392	11	0.00601741761008086	NZ_CP028101.1		OadG family protein	F. nucleatum	CRC vs Paired
C7Y58_RS01575	0.230644927350569	0.433604445186797	0.0190786705111128	-0.552154594293646	4.40393137541588	-0.108317504947473	0.441329596309718	0.490705243057333	0.993257779493427	0.43914564488505	0.982806912340095	21	0.0163206218633128	NZ_CP028101.1		two-partner secretion domain-containing protein	F. nucleatum	CRC vs Paired
C7Y58_RS04910	0.2347143033357	0.663286778304869	-0.0782979031908306	-0.593805008432627	4.42625484863711	-0.118640954695686	0.436523829456594	0.492836325435734	0.993281475445212	0.386735286195993	0.974185515931584	16	0.00607513864231185	NZ_CP028101.1	lepB	signal peptidase I	F. nucleatum	CRC vs Paired
I6J55_RS10880	-0.44796738572625	-0.716390369936112	-0.210191232671945	0.652625889493091	4.42561899533174	0.120335822966503	0.438125751740916	0.519688421401972	0.993293932473203	0.506435793885533	0.991717637204556	8	0.000634931354540906	NZ_CP069563.1		AI-2E family transporter	B. fragilis	CRC vs Paired
I6J55_RS07610	-0.168496158990663	-0.474468521032	0.143036620668001	0.676929310235513	4.5647983024012	0.125748638653205	0.429887821469458	0.391984790909291	0.99330158999599	0.371465513656116	0.983418926163386	14	0.00124100219296632	NZ_CP069563.1	rlmH	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	B. fragilis	CRC vs Paired
C7Y58_RS03495	0.0575056019989297	0.367763519318145	-0.189039500088679	-0.514958140965655	4.75708633489409	-0.0959758347432004	0.44813776601908	0.600633508639918	0.993305146763927	0.47769180937513	0.975415833744718	15	0.00888903896357269	NZ_CP028101.1	kal	3-aminobutyryl-CoA ammonia lyase	F. nucleatum	CRC vs Paired
I6J55_RS17850	-0.458749314012195	-0.753908556632093	-0.141801020204637	0.669133334205346	4.49837136765985	0.128578361327113	0.427483975349797	0.389071256532105	0.99331280133498	0.386770743735538	0.979006095447316	7	0.00269845825679885	NZ_CP069563.1		DUF4493 domain-containing protein	B. fragilis	CRC vs Paired
C7Y58_RS01525	0.928379230830029	1.45128856961199	0.58761713862978	-1.14404915345731	5.09961006882105	-0.204624158435646	0.405286344925334	0.333325372576991	0.993313425217918	0.219211410455551	0.951999525682737	26	0.0414292708837941	NZ_CP028101.1		DUF4198 domain-containing protein	F. nucleatum	CRC vs Paired
I6J55_RS12940	-0.365299057189622	-0.680854958014093	-0.0974196331451269	0.569072783639743	4.4593980640327	0.111612090859305	0.445913462270494	0.461365999279495	0.993315860765174	0.466102233112098	0.981764369442822	11	0.00154403761217902	NZ_CP069563.1		DMT family transporter	B. fragilis	CRC vs Paired
C7Y58_RS01090	0.160258206658988	0.315399809930953	-0.0102066874884708	-0.333840618050516	4.3886677164316	-0.0670238800775854	0.460953144297606	0.607111582920292	0.99333657824756	0.565238515976005	0.979594837856661	16	0.00797993270593457	NZ_CP028101.1	ligA	NAD-dependent DNA ligase LigA	F. nucleatum	CRC vs Paired
C7Y58_RS04495	0.225224257489717	0.732594015271844	-0.242232212289704	-0.625859353970242	4.42591495018328	-0.11582441068102	0.438701923909364	0.511442888001041	0.993337209062876	0.41114510748366	0.961173384939456	17	0.00412705380451589	NZ_CP028101.1	rsmA	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	F. nucleatum	CRC vs Paired
