Geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	n_samples_with_counts	pct_total_reads	Chr	gene	product	organism	contrast
C7Y58_RS04745	3.39653451476357	2.64284966088038	3.59278402555989	0.735599368645192	0.46197454692673	NA	4	0.00118925538341933	NZ_CP028101.1		hypothetical protein	F. nucleatum	CRC vs Paired
C7Y58_RS04755	0	NA	NA	NA	NA	NA	0	0	NZ_CP028101.1		YfbM family protein	F. nucleatum	CRC vs Paired
C7Y58_RS04760	4.48379192610342	1.78572863492787	3.75437379154959	0.4756395431236	0.634331198748818	NA	4	0.00244646821731977	NZ_CP028101.1		YjiH family protein	F. nucleatum	CRC vs Paired
C7Y58_RS04805	1.55457021908018	1.57589958429265	3.22997514419988	0.487898362661556	0.625621834325204	NA	4	0.000951404306735467	NZ_CP028101.1	dtd	D-aminoacyl-tRNA deacylase	F. nucleatum	CRC vs Paired
C7Y58_RS04915	1.64892058837404	1.56476054512383	3.57312310645302	0.437925170363678	0.661440528766627	NA	4	0.00976888350665881	NZ_CP028101.1		hypothetical protein	F. nucleatum	CRC vs Paired
C7Y58_RS04920	0.710904472279759	0.479682573211478	4.07256494893196	0.117783897672958	0.906238888523622	NA	2	0.000407744702886629	NZ_CP028101.1		IS1182-like element ISFnu1 family transposase	F. nucleatum	CRC vs Paired
C7Y58_RS04955	1.73215230588156	1.68301041251717	3.0116368041512	0.558835783318008	0.576273798829768	NA	5	0.000866457493634086	NZ_CP028101.1		hypothetical protein	F. nucleatum	CRC vs Paired
C7Y58_RS04960	0.657385337436222	-0.0894271321420771	4.07776207423991	-0.0219304438351142	0.982503439942315	NA	3	0.0018518405256101	NZ_CP028101.1		DUF2194 domain-containing protein	F. nucleatum	CRC vs Paired
C7Y58_RS04965	1.1441978718938	1.07369930623726	4.06560986523318	0.264093049217273	0.791708219741561	NA	3	0.000611617054329943	NZ_CP028101.1		hypothetical protein	F. nucleatum	CRC vs Paired
C7Y58_RS04970	3.02428393683954	2.4612773984807	3.1539406979211	0.78038163498224	0.435166274417991	NA	5	0.00112129793293823	NZ_CP028101.1	pelF	GT4 family glycosyltransferase PelF	F. nucleatum	CRC vs Paired
