# Pathway	La100_cat_Abundance	La101_cat_Abundance	La102_cat_Abundance	La103_cat_Abundance	La104_cat_Abundance	La105_cat_Abundance	La106_cat_Abundance	La107_cat_Abundance	La108_cat_Abundance	La109_cat_Abundance	La110_cat_Abundance	La111_cat_Abundance	La112_cat_Abundance	La113_cat_Abundance	La114_cat_Abundance	La115_cat_Abundance	La116_cat_Abundance	La117_cat_Abundance	La118_cat_Abundance	La119_cat_Abundance	La120_cat_Abundance	La121_cat_Abundance	La122_cat_Abundance	La123_cat_Abundance	La124_cat_Abundance	La34_cat_Abundance	La35_cat_Abundance	La36_cat_Abundance	La37_cat_Abundance	La38_cat_Abundance	La39_cat_Abundance	La40_cat_Abundance	La41_cat_Abundance	La42_cat_Abundance	La43_cat_Abundance	La44_cat_Abundance	La46_cat_Abundance	La47_cat_Abundance	La48_cat_Abundance	La49_cat_Abundance	La51_cat_Abundance	La52_cat_Abundance	La53_cat_Abundance	La55_cat_Abundance	La56_cat_Abundance	La57_cat_Abundance	La58_cat_Abundance	La59_cat_Abundance	La60_cat_Abundance	La61_cat_Abundance	La62_cat_Abundance	La63_cat_Abundance	La64_cat_Abundance	La65_cat_Abundance	La66_cat_Abundance	La67_cat_Abundance	La69_cat_Abundance	La70_cat_Abundance	La74_cat_Abundance	La75_cat_Abundance	La76_cat_Abundance	La78_cat_Abundance	La79_cat_Abundance	La80_cat_Abundance	La81_cat_Abundance	La82_cat_Abundance	La83_cat_Abundance	La84_cat_Abundance	La85_cat_Abundance	La86_cat_Abundance	La87_cat_Abundance	La88_cat_Abundance	La90_cat_Abundance	La91_cat_Abundance	La92_cat_Abundance	La93_cat_Abundance	La94_cat_Abundance	La95_cat_Abundance	La96_cat_Abundance	La97_cat_Abundance	La99_cat_Abundance	Lasse20_cat_Abundance	Lasse25_cat_Abundance	Lasse9_cat_Abundance
PWY-3841: folate transformations II (plants)	115.7965742945	22.8720837754	0	218.7394909966	59.3885358504	134.9004431526	3841.1866810766	161.0785850971	159.4411367953	125.7630057354	2240.7243956061	156.1104933008	546.0364140052	27.4702932642	80.9403029687	10.9494259192	0	245.3571510599	326.2867091975	0	77.4640709567	46.0468308944	89.0575820933	0	112.5436183362	101.5514805093	22.0531786292	23.2114760283	39.7646176308	0	440.7369312610	85.1593702007	86.2651123997	91.7933173892	304.5058255954	106.0328134985	262.7890676779	100.7648908864	18.7043351468	64.2490515133	59.6233663399	100.8679542138	14.9505062790	131.6219575208	150.1129941864	186.0002555261	80.5681914101	132.2735018076	56.0586142149	82.1942375790	0	0	0	574.3575064462	0	137.0981306313	19.8496097033	2538.9521208781	44.4323447178	428.5099423933	674.5364416470	0	29.2843983589	241.2477930539	0	0	98.3151122352	47.1519008945	303.3135313057	46.4927319970	0	18.2106685452	18.3408325591	0	0	7.6790824452	41.7155763055	0	2900.5686946768	357.8045153380	151.0949995597	32.5763131991	59.9880364172	48.6596010723
PWY-4041: &gamma;-glutamyl cycle	61.5168951793	8.3978478411	34.8017461117	0	0	46.6380305255	795.4972485456	45.9721585618	40.3389465538	18.6083955667	304.8549977312	41.4944519723	18.5495801864	0	34.3563383865	19.1232891776	19.9799589956	176.0354125267	90.4313232095	19.7206978426	6.0899495297	35.7761137660	27.9962511798	0	0	19.8513414974	0	0	10.3220209675	16.1591199445	77.7397098418	63.9825046394	141.7632226487	0	29.3171563030	0	38.1045571356	0	44.9389346204	0	29.2064731396	44.3724942212	15.2513349257	0	61.1021788753	207.7909198555	26.0232706884	49.4222867005	18.5048700554	15.6702865836	0	0	12.4553517726	214.0392582436	0	22.6671996354	0	214.3842070946	0	0	52.2003323911	25.3792586288	0	90.4314437868	0	0	82.0594467442	0	83.1797031128	0	0	0	10.4845626565	27.7732284450	6.1226684383	13.3740364021	22.3038833764	19.3773614175	107.7434326799	103.9585693080	27.6807096010	13.6787537998	0	0
PWY-4984: urea cycle	0	0	0	64.1860440027	0	170.4678099291	97.9750593025	0	0	0	1116.0648637793	43.4632396948	160.7943228912	0	0	0	0	0	20.3240554429	0	13.9007232744	0	35.0417009752	0	0	0	0	0	0	0	33.6299642088	0	0	0	0	0	28.2767697937	0	0	0	0	16.7779136964	0	0	0	0	0	0	0	0	0	0	0	15.3254315152	0	19.4280416826	0	25.7188103625	13.3945113590	0	247.2140138642	0	0	38.8808224488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1468.2069084993	71.7828656549	19.5248683133	0	0	0
PWY-5005: biotin biosynthesis II	0	0	0	0	0	0	109.1988680026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.0651948981	0	23.8604847974	0	0	0	16.7928798468	18.9800039127	0	0	0	13.7395583854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.2687255529	0	0	0	0	0	0	0	0	0	69.3866768228	0	0	0	0	0
PWY-5022: 4-aminobutanoate degradation V	13.6691480453	0	0	0	0	0	0	0	0	0	66.4251839286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.2343337494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1136.6076115167	0	22.3967585325	0	0	0
PWY-5028: L-histidine degradation II	0	0	0	0	0	0	57.1829788551	0	0	0	0	61.2143167736	0	0	0	0	0	0	0	0	0	0	0	0	0	8.3543355132	0	0	0	0	0	36.7506559650	28.1987533800	54.0421170986	14.7561005999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.9688087987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5030: L-histidine degradation III	38.4850003273	0	0	0	0	0	37.8969580116	37.1963974895	45.2437768608	13.0889426052	1003.0517190734	75.3841898692	167.8922355475	0	0	0	0	0	0	0	0	10.8378547268	50.7783676536	0	13.5574535060	0	0	0	0	0	15.4050707099	0	0	0	26.9535996606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.4113959856	0	89.6160572212	0	754.7725112540	0	23.2762616069	423.5009004452	0	0	88.7168768743	0	0	0	0	63.7809893571	0	0	0	0	0	0	0	0	0	477.0195783378	73.6962104540	75.5643228011	0	0	0
PWY-5097: L-lysine biosynthesis VI	59.9846738977	17.5789731011	0	180.2331157516	26.6163055308	202.4940988707	4323.2353644439	128.7731745579	112.1096699786	73.2959156347	1589.6820824539	67.4572643896	636.7183477089	21.2856885274	31.2922353276	10.9814427041	16.4426297090	206.9882730393	215.7532617099	0	30.0184701344	6.3009704099	37.9943286703	12.3513187572	36.9003951086	172.8042344754	10.5835926509	29.0526201111	18.0783022236	32.8046729504	360.3037844393	117.2078386175	114.3322248108	74.7376625121	280.8303179247	70.8488384723	347.6744629022	53.1954017344	29.8265382804	99.1854702799	46.1185844135	57.9905953521	0	102.7111066936	140.8799075348	136.8011290759	37.7584221886	157.8953699184	53.7613584570	42.1597623327	0	9.9164281770	13.1649860227	715.8810696105	0	41.4765822983	12.9132561803	498.8488313462	31.3562588421	105.5848158327	255.8786841806	12.4007727404	14.8667823313	133.9695657616	0	0	85.6128829624	18.1939763164	220.4493796728	20.2224672153	0	10.7702458970	0	0	14.4025411416	0	0	0	3082.2981867516	367.8129202762	98.9483652919	12.2968083873	28.6588263763	17.5156474176
PWY-5100: pyruvate fermentation to acetate and lactate II	120.2504151889	24.6396332024	36.1166415486	305.6265484932	42.7259457056	99.6886211227	7563.6628882855	165.7656036771	195.0485957073	187.0707617914	3485.3780392611	152.6169570184	861.6630547451	94.4336694261	101.2105395427	34.8081305561	46.0383199638	726.2755944310	617.2615970638	0	66.4117627463	60.1223186287	280.4581639620	32.2289052368	140.6908371688	140.2485782393	56.9957954067	51.7013313094	82.2663429807	5.8498344478	903.9712941253	319.5209776716	339.7730203107	128.9855781277	601.0075341392	143.2021185105	602.7697983994	132.4558176425	46.7570887574	111.8448380617	85.9780002574	68.0389979147	17.7029790880	354.3570352786	278.3177042728	54.3741962783	279.4072983998	355.7378965980	161.7443959868	132.4611860871	15.9622090337	0	30.1321586224	949.7607040690	0	289.5287940870	31.3184999907	2755.2757239579	25.7028495227	478.0484451627	1140.1684389067	41.6180080878	8.8994415948	245.8173607903	0	12.9086611697	242.0404326574	52.3929660322	310.8205784012	29.0462868392	11.7773431473	12.1047844686	0	22.8336503547	38.6948049495	0	8.4469187645	18.6614615035	5965.6109433997	384.6968810849	150.7579504630	48.4912275614	98.5043608840	104.6538924084
PWY-5103: L-isoleucine biosynthesis III	88.4404844152	41.9260451643	43.5471352679	130.5538210967	26.6469228752	265.0460907480	4607.2601225579	164.6074139956	145.3269564684	107.5890583648	2921.1510876553	105.5098054258	331.1141384661	23.4148094953	35.8978456959	25.8575597974	21.8910634868	229.3343365570	242.3191098071	10.5824420420	0	41.4267331668	140.1356744313	0	68.8401979076	221.4103562305	20.5294890833	60.6174392459	25.4136305669	28.4263734929	342.0757271984	209.6044357562	68.2423930744	131.8788729186	268.2603017461	87.2998421177	509.1689339380	134.6305606311	34.3373964657	61.3910509557	13.6164013104	22.1166887070	0	131.3311267886	298.3652290524	55.7246612087	39.5316785988	142.4239903683	56.1646505116	33.3940723220	0	0	31.4523276335	608.8758126323	0	152.9073658699	0	1247.7835758633	71.2060417150	258.8704182926	483.2559164458	0	55.0610361448	137.2301777654	0	17.9309804540	135.5748143116	56.9969801304	185.7039049060	53.8092038130	0	18.9173108567	0	17.0246990894	24.2879150610	0	11.5529384524	0	6204.3208623442	311.1856777595	111.3785688698	22.6704399078	17.2039111466	15.5134463389
PWY-5104: L-isoleucine biosynthesis IV	52.3858352320	0	0	0	0	0	37.6096134775	0	26.8017754351	15.9480553214	0	0	0	0	0	15.1345842268	13.4761245339	0	0	0	0	0	14.9807001045	0	0	0	0	0	0	0	0	29.6017576105	38.9272912529	0	0	18.7932328765	14.9143380075	0	19.6295523171	0	0	19.0506631325	0	0	31.5141928230	0	0	19.9606597996	0	12.6557752274	0	0	0	69.5273582504	0	0	0	0	18.5607507525	29.6464851479	36.0283990889	0	0	0	0	0	34.7808733100	0	37.8623616850	24.2602032739	0	0	0	0	0	0	0	0	129.5113732074	0	0	0	0	13.3511068026
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	0	0	0	0	0	0	679.8851834664	51.3813211759	21.5780035322	0	1543.2836731726	19.6053245905	192.4215144227	0	0	0	0	55.6233394491	43.0671015076	10.8982296740	20.5864408464	10.3671481596	58.5218557987	0	35.9997880202	0	0	0	0	0	0	60.3094024064	35.4988131578	0	0	24.2637974063	0	0	0	30.8029330942	0	19.3850698112	0	25.1032810751	26.0832315813	19.3192367999	0	19.9118323020	0	0	0	0	0	278.9639928903	0	17.2366164642	0	0	16.6371235396	0	266.9646167895	0	0	81.5797837859	0	0	40.1992062345	12.5555645020	0	0	0	0	0	0	13.2995164771	0	0	0	1530.8156956661	93.7895145234	37.9545878153	0	0	0
PWY-5130: 2-oxobutanoate degradation I	51.3306462517	0	0	0	0	93.1764367702	189.1141952239	57.0802709123	40.1675132436	55.5246913312	1676.0672164235	33.8973140983	76.0112070305	0	0	0	0	12.4008185410	7.6976859074	7.2587805735	19.7918391576	46.2869404558	0	0	37.5400005290	0	0	0	0	8.5259743738	7.3287688359	56.5370128811	11.1139662270	0	18.0803840315	11.4014723796	30.7258295992	0	0	0	0	19.2625877613	0	0	0	0	9.1078058918	0	0	0	0	0	0	24.9907301859	0	0	0	655.1315737764	0	100.7283832086	232.0065014277	0	12.7446937342	0	0	27.4677326337	13.3964134928	20.4893734444	44.2438060903	9.6901879230	0	0	0	0	0	0	0	0	3545.5622356500	122.3566575688	118.6953718826	0	0	0
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)	0	52.2805024859	39.1564882339	112.8847699341	42.7786898826	0	185.8048989531	0	0	0	76.8373622132	9.4803028091	0	0	24.8738640796	0	13.0806361365	35.8857504984	59.1636524518	0	0	10.2744825893	0	0	18.6950454541	48.2237992479	0	0	14.1630816181	9.6298504970	28.0895264304	21.9062904746	0	0	77.9027608439	0	24.0748299153	83.4110371029	18.2621329184	0	0	28.6631058491	0	52.4507469161	57.7412228402	0	11.9422679665	25.6879980618	22.4478884724	0	0	7.7824889757	15.2298427169	237.2546345880	0	15.0995282668	0	0	44.8576894468	20.7386160446	46.7013020417	8.4124987813	0	0	15.3569791041	0	49.8643726355	29.7792632117	36.6521705382	0	9.4295230024	0	0	0	0	0	0	0	27.2710732340	21.0459559355	0	0	0	0
PWY-5138: fatty acid &beta;-oxidation IV (unsaturated, even number)	0	0	0	0	0	0	0	0	0	0	20.0510513084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.6949868684	0	0	0	0	0	0	0	0	0	8.8409754260	0	0	0	8.0379495804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.5727788021	0	0	0	32.0832752024	0	0	0	0	0
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	15.7421161630	0	0	0	0	146.0987777764	289.0605545399	0	0	0	258.2657869709	0	110.0468562035	0	0	0	0	64.9436186027	33.1332548395	0	0	0	0	0	0	0	0	5.9567323339	0	0	58.8733037283	13.8322808908	47.8618277062	24.8451069056	37.7328121231	14.8924807860	28.3784363955	16.6812386297	9.4395667878	0	0	0	0	0	0	0	0	20.7367939904	8.7982714206	0	0	0	0	115.5155822528	0	10.1693346656	0	249.0080258039	0	0	43.0641710628	0	0	0	0	0	0	0	28.6514348320	0	0	0	0	0	0	0	0	0	910.4193974125	35.4041726758	34.5769372672	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	33.3656376567	29.7864248577	0	23.6850163378	0	13.1830617668	1176.9504752674	42.5044339331	0	0	644.1467019403	27.9142586163	54.1344299873	0	0	0	0	113.2552127622	0	0	0	0	12.1689802559	0	20.2446927162	11.4397626738	0	0	50.6028442911	0	33.2261553517	18.1384223428	142.0535325600	47.7402129377	26.4254593441	0	0	50.2697844719	13.1881789311	0	11.5108463813	0	8.8241810305	0	29.1604452158	374.6229479362	0	0	0	0	0	0	0	78.3302494912	7.4793418321	8.8720333029	0	103.2383216254	34.7473280938	0	129.9862585560	20.0790685382	0	18.0514920867	0	11.6523980977	36.8472426781	17.3070311688	66.1721731262	22.9156442626	0	0	0	0	0	0	0	0	1396.5235473991	62.8856437857	19.9163515732	0	0	0
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	0	0	0	0	0	161.5962970768	245.8964525135	0	0	0	475.1148448001	21.2075786744	0	0	0	0	0	32.2752280091	0	0	0	0	8.2602646796	0	0	0	0	0	0	0	0	13.8000981742	43.6397158850	56.1429859225	0	0	0	49.0623096048	0	0	9.4638796346	0	10.6859336055	0	0	166.5819157598	0	0	0	0	0	0	0	56.0537264667	7.0528908274	0	0	77.1134993710	30.1247044538	0	66.7548053603	10.9886054201	0	0	0	9.6755440461	0	0	0	0	0	0	0	15.7474305287	0	0	0	0	691.8182064266	24.2452444484	0	0	0	0
PWY-5198: factor 420 biosynthesis II (mycobacteria)	0	0	0	0	0	0	0	0	9.9517396010	0	13.6212226794	0	16.0545352029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5209: methyl-coenzyme M oxidation to CO2	0	0	0	0	0	0	0	0	19.3048296508	0	34.9795519829	34.1679797874	102.3931568861	0	0	0	0	0	0	0	0	0	0	0	12.3509102194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5265: peptidoglycan biosynthesis II (staphylococci)	0	0	0	0	0	0	185.8479569983	0	0	0	112.4484667723	0	0	0	0	0	0	0	0	0	0	0	0	0	45.6439711132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.1050998949	0	0	0	0
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	26.1367505976	0	0	0	0	0	245.4984289565	39.0699170219	37.0809814054	0	423.1830635133	15.3162513515	0	0	0	0	0	39.7444841860	0	0	0	0	0	0	16.4032937210	0	0	0	0	0	32.2463131550	24.3192432562	0	0	51.5457185858	0	0	0	18.1882192932	0	0	0	0	0	36.3214383237	0	0	28.3744317985	19.7976472131	0	0	0	0	116.9186202760	0	0	0	0	28.2153896411	0	0	0	0	0	0	0	0	0	0	21.5621945739	0	0	0	0	0	0	0	0	146.9415766809	83.9336235553	0	0	0	0
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	0	0	0	0	0	0	137.5188694436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.4788035386	18.6000903454	0	0	0	0	43.1768627147	0	0	0	23.4205140747	0	0	25.7556716464	65.0925045602	0	40.8623766080	0	0	0	0	0	0	0	0	0	23.6678901925	0	0	42.4239485537	0	0	0	0	0	0	0	0	25.4840642975	0	0	0	0	0	0	0	0	120.7420455677	0	0	0	0	0
PWY-5367: petroselinate biosynthesis	62.2580210834	0	0	0	0	0	43.3789481054	0	0	0	0	0	62.3905020923	0	0	0	0	0	0	25.3612052525	0	0	0	0	22.2684971341	0	26.7912106798	0	0	13.4541540336	0	0	106.0454748749	0	0	0	11.8979646211	50.9144975633	33.5457678740	0	0	30.4995584990	0	0	0	0	0	0	0	0	0	0	0	0	0	50.5786865705	0	0	56.6320250537	0	64.8318136670	0	40.0113788842	0	0	0	0	36.1623965935	0	0	0	0	15.3694779001	0	48.4639777306	0	0	0	18.2011030842	0	0	0	0	0
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	51.5637364488	15.4938835854	0	93.2749059034	33.1113056584	56.4604346683	59.8381115891	18.8975525413	21.1659646777	30.3505489479	39.2364957202	105.3167976046	174.8978960867	23.8350602957	47.3356339104	18.6800450489	0	27.9986644769	9.6008805027	17.3477051741	0	9.7129859562	0	0	57.7979801991	0	12.3407104357	14.0697214054	22.1729920937	0	77.0777916727	32.5604251309	118.1557483568	0	149.4108697760	8.8441257360	50.4425307857	145.0673177691	42.7939214185	60.5328999261	53.6834207687	60.4273771397	0	65.4175601702	62.1858432070	111.9216559637	14.1795317892	239.4275778725	13.8819057591	0	19.7099982233	18.9717230833	10.6087290904	177.8526908802	28.1750069864	131.2554846973	24.0855433812	11.0568046768	45.6998400488	198.1556169662	190.6096912852	0	14.7429317686	11.7849130449	0	0	68.3574474919	0	111.8972093597	26.2362357256	4.2704116480	25.8525224862	15.3137739856	17.8147129212	38.1961663312	0	17.9337994860	12.1475142466	361.5547579168	57.2422810718	31.8906986189	0	0	25.2745294884
PWY-5392: reductive TCA cycle II	0	0	0	0	0	0	8.8428265429	0	0	0	22.0172269796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	0	0	0	0	0	0	148.3485226967	0	0	0	65.4081498629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.4835476309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5484: glycolysis II (from fructose 6-phosphate)	230.2640010869	71.2729551753	66.7680598528	300.5672477373	35.0782080848	190.1285442814	6654.3142276199	379.9332520478	430.9476145457	264.6917986312	4701.0802364166	159.1107444088	607.3384107099	13.2043725244	95.5669934616	45.2552187884	0	514.6876243926	305.2114972221	74.4158898192	135.1773813644	188.0642000754	210.7615138624	23.2092639496	182.9607678994	0	53.8956745366	62.0915084659	117.3856096300	31.0228244381	240.2746769040	145.9623848798	453.8659090576	0	300.3427463570	87.8312200028	261.8456751683	169.9093399053	128.4380994235	127.8343268621	114.3315183521	95.8932568797	25.8929527709	182.0091314006	206.8427308634	598.1698295154	135.3082783137	69.2484436265	83.8774091412	81.9400496064	21.2788246878	0	0	993.1208984333	34.8807635975	217.0322226241	0	2712.5302557415	44.2463787252	367.7612307858	1098.6138900792	58.7911886403	86.5155031921	343.1417654150	11.7757879630	52.7082476438	201.7580325341	69.3338507503	475.3898512742	106.5117169334	25.7121944890	54.6445364708	0	31.5465473233	69.2204927440	0	56.6242449449	0	7477.6555485291	582.7139379887	344.3853386036	40.7897465158	35.3724220808	78.1021949025
PWY-5494: pyruvate fermentation to propanoate II (acrylate pathway)	0	0	0	18.1581106286	0	0	490.2415104863	0	0	0	0	0	0	0	0	0	0	0	0	0	59.3400333543	9.7106221094	35.6795116861	0	0	0	0	0	0	0	12.5443483529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.9185351602	0	0	0	0	0	15.1562003055	0	0	0	0	0	83.4374211651	99.3816508974	0	0	5.8274591161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5497: purine nucleobases degradation II (anaerobic)	0	0	0	0	0	0	229.1630451334	0	0	0	182.0817945709	41.6848559852	0	0	0	0	0	6.5138897340	0	0	7.2462008728	0	0	0	27.9812769256	0	0	0	0	0	27.6974466996	0	29.5954228132	0	0	0	0	0	0	0	0	0	0	0	0	29.7215048338	0	0	0	0	0	0	0	73.5442746447	0	14.7847290735	0	0	0	21.2792576689	42.2959871410	0	0	29.4930752855	0	0	0	0	42.1328483879	20.8096699360	0	0	0	0	0	0	0	17.7972028304	261.4155839294	25.6422211818	24.5368470273	0	0	0
PWY-5505: L-glutamate and L-glutamine biosynthesis	0	9.5005371272	0	0	0	0	621.5174813261	36.2203439504	67.2149021081	30.5797515846	402.9185828235	18.8557233518	64.7478572383	0	0	0	0	135.2097532074	85.1556560633	0	0	0	0	0	16.8620083180	0	0	0	0	0	44.9040850466	36.6569298371	19.1967138745	50.8248456073	19.3241376113	18.4635830354	92.0070085281	0	0	0	18.4147010981	0	0	0	32.2314919887	0	0	104.4680885555	58.6550665150	20.2482451309	0	0	0	88.1632839698	0	0	0	0	18.6909573807	36.8937117250	14.7292236025	0	0	38.0816107935	0	0	0	17.2393570594	55.1052994670	0	0	0	0	0	0	0	0	0	314.7687233526	55.4856063576	0	0	0	0
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2884755408	0	0	0	0	0	40.7667345714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5659: GDP-mannose biosynthesis	34.2575885955	12.8948605207	13.3754134576	23.3415524077	30.0754341784	19.6794180331	1129.6930520441	32.1384334708	33.7104963598	0	1657.8850620314	91.4077951626	251.0498212132	21.4212937841	76.8888396332	31.8241635213	10.8082975021	118.5885849282	43.6351201446	13.8007713826	46.3182421240	43.7743492972	96.6298011683	21.0580437539	64.6028267162	46.5271873522	0	43.2551657428	30.4620930520	50.8979648208	80.3303107417	78.7220712594	54.2091108684	75.6042984310	150.2055533420	54.2155806902	64.5455408073	117.1473471378	53.5734400906	28.4682640559	52.2516182074	46.7563220820	0	88.4361908114	54.0536673704	216.1300256992	56.4010134466	27.5766113219	9.4492268359	0	7.7503703004	18.3101246546	10.3785467141	284.2925212651	13.4291537804	77.3056659180	16.2617044327	308.4091426622	37.7554917767	72.1062018088	281.6479567120	17.6033737310	0	79.2054943690	0	9.0265075144	26.5641963358	16.9153598744	87.8889107344	39.2958964236	8.6230829902	16.4261830924	12.4803847618	0	11.4787497277	0	17.3323207783	19.2101576422	4329.4524392656	58.7682919195	96.2672028340	0	18.3209648606	35.6902013770
PWY-5667: CDP-diacylglycerol biosynthesis I	36.4686847279	25.0674012969	33.1430952016	0	0	142.3027952424	3550.8949152430	91.8496402500	42.3610881783	35.4831058230	1109.1797862270	137.2423938083	373.4483809232	0	28.8404445271	9.6177566824	11.6606652951	90.0678597438	84.3726263737	0	6.5765436498	16.4043050616	32.9216583091	15.7869208388	0	37.9816497395	8.7732335347	12.4979708598	25.5860368564	16.8210575143	208.5372992738	83.4309850765	92.3414441058	0	156.5289682472	81.2413837830	78.3453239202	120.2377303124	56.6824071250	26.2428577839	39.5897333825	41.1419176603	6.4368641355	31.8378016713	79.7875669457	283.3792370113	65.2497576657	69.5730460502	29.0239618580	22.7574150404	18.4496000575	0	0	445.7771161574	40.3507606179	27.5221188154	11.9013818757	961.2469302198	48.3227945803	71.5978222795	177.6966609636	0	8.4400858879	107.2122753799	0	9.9044489586	69.7176484374	49.2334121794	126.5312572310	21.2869967652	0	0	18.5836955131	0	18.6802713361	19.2584930645	30.9068540351	18.3418788569	1451.5829201108	235.7655123388	84.9759697178	6.9155543081	8.3221256476	25.0178797418
PWY-5675: nitrate reduction V (assimilatory)	0	0	28.6018172160	0	0	0	234.4856291281	11.3992674299	24.1603750485	39.4461840188	42.9665096100	0	0	0	6.4971759120	0	0	46.6180173735	0	21.7201215954	0	17.4227786699	0	0	0	0	0	0	33.5646925622	0	22.0714983943	0	41.0248579643	0	0	27.7885701907	0	32.7781113237	8.0111567749	0	27.3105280657	0	12.1624444972	0	0	164.2421736124	0	0	0	26.4786882402	0	0	0	66.3299642082	13.8730219972	0	0	0	20.8499801386	0	0	0	0	9.6454481669	0	7.8299637483	0	0	29.1937261989	53.7419893760	0	0	0	9.6684287229	0	0	0	10.8930735822	29.9904220538	0	0	0	0	0
PWY-5676: acetyl-CoA fermentation to butanoate II	37.1026723593	0	0	43.3761434292	42.7995621782	75.6837958007	3846.9589813979	47.1600581295	25.2443956523	25.8519354949	168.8245979334	95.1182254507	170.3496234057	0	15.0870222529	0	0	138.9822221954	88.7275458641	0	0	34.5076833412	0	0	11.6396190146	0	0	0	0	0	250.0536355720	100.9935726105	134.3894069971	0	577.0211500232	16.1395458271	76.2434260674	8.9613301312	23.5995564129	23.5108613324	0	0	0	8.2561269776	14.0693957229	0	0	0	0	13.1357831325	0	0	21.9729097278	467.0431041970	0	0	0	0	0	432.4143893293	107.6387321575	17.8730913907	10.6349120932	32.4691941089	0	0	0	0	14.7741852290	31.6663098133	16.4303107695	0	0	0	0	0	0	0	654.2816179076	216.0532213425	16.9978925276	13.6654085136	39.9088142241	0
PWY-5677: succinate fermentation to butanoate	12.7117242023	0	0	0	0	0	0	0	0	0	69.4890164469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
