# Pathway	La100_cat_Coverage	La101_cat_Coverage	La102_cat_Coverage	La103_cat_Coverage	La104_cat_Coverage	La105_cat_Coverage	La106_cat_Coverage	La107_cat_Coverage	La108_cat_Coverage	La109_cat_Coverage	La110_cat_Coverage	La111_cat_Coverage	La112_cat_Coverage	La113_cat_Coverage	La114_cat_Coverage	La115_cat_Coverage	La116_cat_Coverage	La117_cat_Coverage	La118_cat_Coverage	La119_cat_Coverage	La120_cat_Coverage	La121_cat_Coverage	La122_cat_Coverage	La123_cat_Coverage	La124_cat_Coverage	La34_cat_Coverage	La35_cat_Coverage	La36_cat_Coverage	La37_cat_Coverage	La38_cat_Coverage	La39_cat_Coverage	La40_cat_Coverage	La41_cat_Coverage	La42_cat_Coverage	La43_cat_Coverage	La44_cat_Coverage	La46_cat_Coverage	La47_cat_Coverage	La48_cat_Coverage	La49_cat_Coverage	La51_cat_Coverage	La52_cat_Coverage	La53_cat_Coverage	La55_cat_Coverage	La56_cat_Coverage	La57_cat_Coverage	La58_cat_Coverage	La59_cat_Coverage	La60_cat_Coverage	La61_cat_Coverage	La62_cat_Coverage	La63_cat_Coverage	La64_cat_Coverage	La65_cat_Coverage	La66_cat_Coverage	La67_cat_Coverage	La69_cat_Coverage	La70_cat_Coverage	La74_cat_Coverage	La75_cat_Coverage	La76_cat_Coverage	La78_cat_Coverage	La79_cat_Coverage	La80_cat_Coverage	La81_cat_Coverage	La82_cat_Coverage	La83_cat_Coverage	La84_cat_Coverage	La85_cat_Coverage	La86_cat_Coverage	La87_cat_Coverage	La88_cat_Coverage	La90_cat_Coverage	La91_cat_Coverage	La92_cat_Coverage	La93_cat_Coverage	La94_cat_Coverage	La95_cat_Coverage	La96_cat_Coverage	La97_cat_Coverage	La99_cat_Coverage	Lasse20_cat_Coverage	Lasse25_cat_Coverage	Lasse9_cat_Coverage
PWY-5675: nitrate reduction V (assimilatory)	0	0	0.0009013518	0	0	0	0.0000000000	0.0000000000	0.0000000000	0.0000018334	0.0000000000	0	0	0	0.0000000000	0	0	0.0000000000	0	0.1359359916	0	0.0000000024	0	0	0	0	0	0	0.0018252991	0	0.0000000000	0	0.0000000000	0	0	0.0000000000	0	0.0000009078	0.0000000000	0	0.0105742342	0	0.0239348961	0	0	0.0000024894	0	0	0	0.0003600368	0	0	0	0.0000000000	0.0033749393	0	0	0	0.0000000012	0	0	0	0	0.0000000000	0	0.0000041998	0	0	0.0000000000	0.6990757878	0	0	0	0.0002361366	0	0	0	0.0030082370	0.0000000000	0	0	0	0	0
PWY-5675: nitrate reduction V (assimilatory)|g__Escherichia.s__Escherichia_coli	0	0	0.0000000000	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0445824811	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0.0000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5675: nitrate reduction V (assimilatory)|unclassified	0	0	0	0	0	0	0.0000000000	0	0.0000003871	0	0.0000000000	0	0	0	0.0000842664	0	0	0.0041117450	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000004	0	0.0004692136	0	0	0	0	0	0	0	0	0	0	0	0	0.0475420619	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0.1407270591	0	0	0	0	0	0	0.0010216753	0	0	0.0000000035	0.2853439073	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5676: acetyl-CoA fermentation to butanoate II	0.0000000135	0	0	0.0000000000	0.4709213438	0.0000000000	1.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1913373862	0.0000000000	0	0.0000000002	0	0	0.0000016400	0.0000000000	0	0	0.0045722010	0	0	0.0000000000	0	0	0	0	0	0.0083978369	0.0110706971	0.0000000000	0	1.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000157425	0.0000000364	0	0	0	0.0000000000	0.0000000000	0	0	0	0	0.0000000000	0	0	0.1219690050	0.6034884069	0	0	0	0	0	1.0000000000	0.0000000000	0.0008600224	0.0000001826	0.0000000000	0	0	0	0	0.0000000000	0.0842229937	0.0010248219	0	0	0	0	0	0	0	0.0000000000	0.0000001774	0.0000000000	0.0049607039	0.1063422210	0
PWY-5676: acetyl-CoA fermentation to butanoate II|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0.0426130757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0344390324	0	0	0	0.1212769136	0	0.0000000003	0	0	0.0202796345	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000329174	0	0	0	0	0	0.9671272202	0.0720038950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0.5517169857	0
PWY-5676: acetyl-CoA fermentation to butanoate II|unclassified	0	0	0	0	0	0	0.0000000000	0.0000000052	0	0.0000522632	0.0000000000	0.0473283573	0.0000000000	0	0	0	0	0.0000000165	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0.9780619374	0.0000000154	0	0	0	0.0001132514	0	0.0000000000	0.0000180772	0	0	0	0	0.0000000000	0.0000000000	0	0	0	0	0	0	0	0.2156255029	0.0000000000	0	0	0	0	0	0	0.0000000000	0.0074664726	0.1653979718	0.0000000171	0	0	0	0	0	0.0017730347	0.1283503464	0	0	0	0	0	0	0	0.0000000000	0.0000000000	0	0	0	0
PWY-5677: succinate fermentation to butanoate	0.0000000000	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I	0.0000000000	0.0000000906	0	0.0302956618	0.0000000243	0.0019437471	0.0768427785	0.0000003006	0.0000000000	0.0001675764	0.9988051879	0.4377106215	0.9676317880	0.0076586519	0.2336350108	0	0	0.0213178721	0.5950996874	0.0030063704	0.0000055930	0	0.0000000000	0.0002108992	0.0181905205	0.0943059609	0.0057728386	0.2507952305	0	0.0000133132	0.9997758622	0.0393238789	0.0000000000	0.0022098056	0.9947169395	0.8728268093	0.9992254246	0.0000000239	0.0000000003	0.8934637652	0.0000000179	0	0	0.5018506470	0.0868623637	0.0000000000	0.0000000000	0.2136122605	0.0000040724	0.0011550612	0	0	0	0.9916228620	0.0599059508	0.0017578043	0.0008526307	0.0020298051	0.2472784070	0.9984525308	0.3173312374	0.0001057149	0.0000003942	0.0586803478	0	0.1140909272	0.0142052195	0.0000000095	0.9999459152	0.0001992110	0.0001674836	0.0195286661	0	0	0	0	0.0664877849	0.0000080949	0.9989679364	0.8181289058	0.0260774021	0	0.2427417545	0.0000000008
PWY-5686: UMP biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0.0019975773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000046625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000343429	0.0000020390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Alistipes.s__Alistipes_finegoldii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0636044145	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Alistipes.s__Alistipes_onderdonkii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000122	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0.0000000051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0212827737	0	0	0	0	0.0000093852	0	0	0	0.0000002711	0	0.0013909547	0	0	0.6139399547	0	0	0	0	0.0000191091	0	0	0.0055323806	0	0	0	0	0	0.0000001678	0	0	0	0	0	0.0002719413	0.0000031320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000002504	0	0	0	0.1294279647	0
PWY-5686: UMP biosynthesis I|g__Bacteroides.s__Bacteroides_caccae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Bacteroides.s__Bacteroides_faecis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Bacteroides.s__Bacteroides_fragilis	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Bacteroides.s__Bacteroides_nordii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000035683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000109767	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	0	0	0	0	0	0	0	0	0	0	0	0	0.0000850634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Blautia.s__Blautia_obeum	0	0	0	0	0	0	0.0000058161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0206410855	0	0	0	0	0	0	0	0	0	0.0000002167	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Blautia.s__Blautia_wexlerae	0	0	0	0	0	0	0.0000631916	0	0	0	0.0045679006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0494377919	0	0	0	0.7559139401	0	0	0	0	0.1088125222	0	0	0	0	0.0108544030	0	0	0	0	0.0000015922	0	0	0	0.0001310544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009241261	0	0	0	0	0	0	0	0	0	0.4302436546	0	0	0	0.0431013847	0
PWY-5686: UMP biosynthesis I|g__Campylobacter.s__Campylobacter_ureolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0184044487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0390329179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Catenibacterium.s__Catenibacterium_mitsuokai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3497316740	0.6849011150	0	0	0	0	0	0	0	0	0	0	0	0.1964646748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Collinsella.s__Collinsella_aerofaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0235465299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Cutibacterium.s__Cutibacterium_acnes	0	0	0	0	0	0	0.6791618148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0270363139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Dorea.s__Dorea_formicigenerans	0	0	0	0	0	0	0.0000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Dorea.s__Dorea_longicatena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0.0000005771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0.0043038329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000086299	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Fusobacterium.s__Fusobacterium_hwasookii	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1431826817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Fusobacterium.s__Fusobacterium_nucleatum	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Fusobacterium.s__Fusobacterium_periodonticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000007163	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Leptotrichia.s__Leptotrichia_wadei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000028823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Megamonas.s__Megamonas_funiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0076998461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Micrococcus.s__Micrococcus_luteus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4750895832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Peptoniphilus.s__Peptoniphilus_lacrimalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Porphyromonas.s__Porphyromonas_asaccharolytica	0	0	0	0	0	0	0	0	0	0	0.0000868082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2856775804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Prevotella.s__Prevotella_intermedia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000133394	0.0000000000	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Selenomonas.s__Selenomonas_sputigena	0	0	0	0	0	0	0	0	0	0	0.0000000721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Streptococcus.s__Streptococcus_salivarius	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|unclassified	0	0	0	0.0191180729	0	0.4243335862	1.0000000000	0	0.0000000000	0.6007360311	0.0019311425	0.2788830875	0.9903784794	0.1888065349	0.4254786315	0	0	0.9620480664	0.9453121254	0.0709731801	0.0132821177	0	0.0000415698	0	0.0001298831	0.0000836435	0.0004701961	0	0	0.0072014185	0.9778722822	0.3129157073	0.0000000112	0	0.1731449842	0.2181669691	0.9709799332	0.0000075840	0	0	0	0	0	0.0506699041	0.0045868305	0	0	0.0033159821	0	0.2034588794	0	0	0	0.9051592188	0.6303264874	0.0085912841	0	0.8731677085	0	0.9600761341	0.8326599174	0.0065066625	0	0.0013952260	0	0.0183443021	0.9199762248	0	0.0929157670	0.0002232718	0.0371223934	0.0543404824	0	0	0	0	0.0047892187	0.0020852165	1.0000000000	0.0085124919	0.0000000138	0	0	0.0000000015
PWY-5690: TCA cycle II (plants and fungi)	0	0	0	0	0	0	0.0000000000	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0
PWY-5690: TCA cycle II (plants and fungi)|unclassified	0	0	0	0	0	0	0.0000000000	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation	0.9115361553	0.1830066545	0.0000000000	0.0000000273	0.0021171558	0.0000375251	0.0000000000	0.0000007036	0.0000000000	0.0000157132	0.0000222653	0.9948680277	0.0000000000	0	0.0061758835	0.1548198168	0	0.0000000000	0.0000000000	0.8064696208	0.0333479476	0.0009960222	0.0000000100	0.8213818602	0.2733326036	0.0000000000	0.0060922932	0	0.0000019466	0.9975344772	0.0000000000	0.0004039420	0.0000000013	0.0000000002	0.8149038297	0.5051215752	0.0000000000	0.2005829988	0.2726212963	0.0011325854	0.0969770197	0.6541231585	0.3504802478	0.0000837358	0.0010161784	0.9997099670	0.9649865634	0.0000000000	0	0	0.0697898438	0.7851368080	0	0.9146434507	0	0.6716103288	0.5855409749	0.0000000000	0.9658450580	0.5784914105	0.0000078350	0.9485040762	0.0010457269	0.0000018413	0.1553866653	0.8640641242	0.4770265953	0.0013569274	0.1097179124	0.9999999925	0	0.0000206008	0.4307619807	0.0326127724	0	0	0	0.1374166642	0.9999631200	0.0000095048	0.0000363479	0.2777416891	0.0000540013	0.0000000000
PWY-5695: inosine 5'-phosphate degradation|g__Alistipes.s__Alistipes_finegoldii	0	0	0	0	0	0	0	0	0	0	0.3134284748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0061071569	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Alistipes.s__Alistipes_onderdonkii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0943828892	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Alistipes.s__Alistipes_putredinis	0	0	0	0	0	0	0	0.0013600039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Anaerococcus.s__Anaerococcus_vaginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005123353	0.0005261713	0	0.0000000000	0	0	0.0755226878	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0111233228	0	0	0	0	0	0	0	0	0	0	0	0	0.1703857504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_eggerthii	0.4179796240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_faecis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0
